date,hour,home_team,away_team,home_goals,away_goals,result
12-05-2025,16:16:00,Brasile,Nigeria,1,2,2
12-05-2025,16:10:00,Belgio,Uruguay,0,2,2
12-05-2025,16:04:00,Argentina,Italia,2,1,1
12-05-2025,15:58:00,Portogallo,Svizzera,2,1,1
12-05-2025,15:52:00,Olanda,Portogallo,0,2,2
12-05-2025,15:46:00,Messico,Spagna,1,0,1
12-05-2025,15:40:00,Italia,Turchia,0,0,X
12-05-2025,15:34:00,Inghilterra,Messico,0,0,X
12-05-2025,15:28:00,Francia,Olanda,3,1,1
12-05-2025,15:22:00,Danimarca,Germania,1,1,X
12-05-2025,15:16:00,Croazia,Spagna,1,0,1
12-05-2025,15:10:00,Cile,Francia,2,0,1
12-05-2025,15:04:00,Belgio,Colombia,0,2,2
12-05-2025,14:58:00,Argentina,Brasile,1,3,2
12-05-2025,14:52:00,Olanda,Spagna,1,1,X
12-05-2025,14:46:00,Nigeria,Svizzera,0,1,2
12-05-2025,14:40:00,Croazia,Turchia,1,1,X
12-05-2025,14:34:00,Messico,Uruguay,0,1,2
12-05-2025,14:28:00,Portogallo,Spagna,0,3,2
12-05-2025,14:22:00,Svizzera,Uruguay,0,3,2
12-05-2025,14:16:00,Inghilterra,Italia,1,0,1
12-05-2025,14:10:00,Danimarca,Serbia,0,0,X
12-05-2025,14:04:00,Spagna,Uruguay,0,1,2
12-05-2025,13:58:00,Serbia,Svizzera,1,1,X
12-05-2025,13:52:00,Portogallo,Uruguay,1,0,1
12-05-2025,13:46:00,Olanda,Serbia,0,0,X
12-05-2025,13:40:00,Nigeria,Olanda,1,0,1
12-05-2025,13:34:00,Messico,Turchia,1,1,X
12-05-2025,13:28:00,Francia,Svizzera,0,0,X
12-05-2025,13:22:00,Colombia,Turchia,1,1,X
12-05-2025,13:16:00,Cile,Turchia,1,2,2
12-05-2025,13:10:00,Inghilterra,Portogallo,0,0,X
12-05-2025,13:04:00,Germania,Serbia,1,0,1
12-05-2025,12:58:00,Francia,Italia,0,0,X
12-05-2025,12:52:00,Danimarca,Francia,0,3,2
12-05-2025,12:46:00,Argentina,Germania,2,0,1
12-05-2025,12:40:00,Messico,Serbia,3,1,1
12-05-2025,12:34:00,Italia,Spagna,0,0,X
12-05-2025,12:28:00,Croazia,Olanda,0,0,X
12-05-2025,12:22:00,Colombia,Messico,0,1,2
12-05-2025,12:16:00,Cile,Inghilterra,1,2,2
12-05-2025,12:10:00,Germania,Nigeria,0,1,2
12-05-2025,12:04:00,Francia,Inghilterra,0,1,2
12-05-2025,11:58:00,Brasile,Spagna,2,1,1
12-05-2025,11:52:00,Belgio,Svizzera,1,1,X
12-05-2025,11:46:00,Argentina,Turchia,1,0,1
12-05-2025,11:40:00,Messico,Portogallo,1,0,1
12-05-2025,11:34:00,Italia,Olanda,1,2,2
12-05-2025,11:28:00,Inghilterra,Nigeria,1,3,2
12-05-2025,11:22:00,Germania,Italia,3,1,1
12-05-2025,11:16:00,Cile,Svizzera,0,0,X
12-05-2025,11:10:00,Brasile,Uruguay,0,0,X
12-05-2025,11:04:00,Colombia,Uruguay,1,0,1
12-05-2025,00:55:00,Danimarca,Nigeria,1,1,X
12-05-2025,00:50:00,Francia,Germania,0,1,2
12-05-2025,00:45:00,Svizzera,Turchia,0,1,2
12-05-2025,00:40:00,Messico,Nigeria,0,2,2
12-05-2025,00:35:00,Croazia,Danimarca,0,1,2
12-05-2025,00:30:00,Italia,Messico,1,1,X
12-05-2025,00:25:00,Colombia,Croazia,1,0,1
12-05-2025,00:20:00,Germania,Inghilterra,1,3,2
12-05-2025,00:15:00,Brasile,Cile,3,0,1
12-05-2025,00:10:00,Turchia,Uruguay,2,1,1
12-05-2025,00:05:00,Argentina,Belgio,0,0,X
11-05-2025,23:55:00,Croazia,Portogallo,2,0,1
11-05-2025,23:50:00,Colombia,Serbia,1,0,1
11-05-2025,23:45:00,Cile,Germania,1,1,X
11-05-2025,23:40:00,Cile,Nigeria,2,1,1
11-05-2025,23:35:00,Brasile,Serbia,1,3,2
11-05-2025,23:30:00,Argentina,Svizzera,1,1,X
11-05-2025,23:25:00,Belgio,Olanda,1,1,X
11-05-2025,23:20:00,Serbia,Uruguay,1,1,X
11-05-2025,23:15:00,Colombia,Svizzera,0,0,X
11-05-2025,23:10:00,Brasile,Messico,0,1,2
11-05-2025,23:05:00,Belgio,Croazia,1,0,1
11-05-2025,23:00:00,Francia,Nigeria,0,2,2
11-05-2025,22:55:00,Olanda,Uruguay,0,1,2
11-05-2025,22:50:00,Argentina,Spagna,0,2,2
11-05-2025,22:45:00,Croazia,Serbia,1,1,X
11-05-2025,22:40:00,Danimarca,Turchia,0,1,2
11-05-2025,22:35:00,Cile,Portogallo,3,0,1
11-05-2025,22:30:00,Brasile,Colombia,0,1,2
11-05-2025,22:25:00,Belgio,Portogallo,1,1,X
11-05-2025,22:20:00,Argentina,Nigeria,1,0,1
11-05-2025,22:15:00,Francia,Messico,2,0,1
11-05-2025,22:10:00,Inghilterra,Uruguay,1,0,1
11-05-2025,22:05:00,Croazia,Italia,3,0,1
11-05-2025,22:00:00,Colombia,Nigeria,1,2,2
11-05-2025,21:55:00,Serbia,Spagna,1,2,2
11-05-2025,21:50:00,Olanda,Turchia,1,0,1
11-05-2025,21:45:00,Germania,Svizzera,2,1,1
11-05-2025,21:40:00,Francia,Serbia,0,0,X
11-05-2025,21:35:00,Belgio,Italia,1,0,1
11-05-2025,21:30:00,Colombia,Francia,0,3,2
11-05-2025,21:25:00,Danimarca,Portogallo,2,0,1
11-05-2025,21:20:00,Brasile,Germania,1,3,2
11-05-2025,21:15:00,Argentina,Croazia,0,1,2
11-05-2025,21:10:00,Nigeria,Turchia,0,0,X
11-05-2025,21:05:00,Croazia,Francia,1,2,2
11-05-2025,21:00:00,Colombia,Danimarca,1,2,2
11-05-2025,20:55:00,Nigeria,Spagna,0,1,2
11-05-2025,20:50:00,Brasile,Olanda,2,0,1
11-05-2025,20:45:00,Argentina,Inghilterra,2,1,1
11-05-2025,20:40:00,Nigeria,Portogallo,0,0,X
11-05-2025,20:35:00,Inghilterra,Svizzera,1,2,2
11-05-2025,20:30:00,Germania,Turchia,1,0,1
11-05-2025,20:25:00,Argentina,Francia,0,1,2
11-05-2025,20:20:00,Croazia,Germania,0,2,2
11-05-2025,20:15:00,Colombia,Inghilterra,1,3,2
11-05-2025,20:10:00,Belgio,Brasile,2,1,1
11-05-2025,20:05:00,Argentina,Cile,0,1,2
11-05-2025,20:00:00,Portogallo,Turchia,2,0,1
11-05-2025,19:55:00,Nigeria,Serbia,1,0,1
11-05-2025,19:50:00,Inghilterra,Spagna,0,0,X
11-05-2025,19:45:00,Germania,Olanda,0,2,2
11-05-2025,19:40:00,Francia,Portogallo,3,0,1
11-05-2025,19:35:00,Danimarca,Inghilterra,0,2,2
11-05-2025,19:30:00,Danimarca,Italia,2,2,X
11-05-2025,19:25:00,Argentina,Messico,1,0,1
11-05-2025,19:20:00,Cile,Italia,4,0,1
11-05-2025,19:15:00,Brasile,Svizzera,2,0,1
11-05-2025,19:10:00,Francia,Uruguay,0,1,2
11-05-2025,19:05:00,Germania,Portogallo,2,0,1
11-05-2025,19:00:00,Inghilterra,Turchia,0,1,2
11-05-2025,18:55:00,Spagna,Svizzera,1,0,1
11-05-2025,18:50:00,Croazia,Nigeria,0,2,2
11-05-2025,18:45:00,Colombia,Olanda,1,2,2
11-05-2025,18:40:00,Italia,Serbia,1,0,1
11-05-2025,18:35:00,Inghilterra,Serbia,1,2,2
11-05-2025,18:30:00,Messico,Svizzera,1,1,X
11-05-2025,18:25:00,Italia,Nigeria,0,1,2
11-05-2025,18:20:00,Messico,Olanda,3,0,1
11-05-2025,18:15:00,Italia,Svizzera,1,2,2
11-05-2025,18:10:00,Inghilterra,Olanda,0,2,2
11-05-2025,18:05:00,Francia,Turchia,1,1,X
11-05-2025,18:00:00,Belgio,Spagna,1,0,1
11-05-2025,17:55:00,Brasile,Italia,1,1,X
11-05-2025,17:50:00,Brasile,Portogallo,3,0,1
11-05-2025,17:45:00,Argentina,Uruguay,1,0,1
11-05-2025,17:40:00,Germania,Spagna,0,4,2
11-05-2025,17:35:00,Nigeria,Uruguay,0,1,2
11-05-2025,17:30:00,Portogallo,Serbia,0,0,X
11-05-2025,17:25:00,Olanda,Svizzera,0,1,2
11-05-2025,17:20:00,Colombia,Italia,0,4,2
11-05-2025,17:15:00,Argentina,Olanda,1,3,2
11-05-2025,17:10:00,Brasile,Francia,2,1,1
11-05-2025,17:05:00,Italia,Uruguay,1,0,1
11-05-2025,17:00:00,Spagna,Turchia,0,1,2
11-05-2025,16:55:00,Francia,Spagna,2,0,1
11-05-2025,16:50:00,Danimarca,Olanda,0,1,2
11-05-2025,16:45:00,Italia,Portogallo,1,3,2
11-05-2025,16:40:00,Germania,Messico,1,0,1
11-05-2025,16:34:00,Croazia,Inghilterra,1,2,2
11-05-2025,16:28:00,Colombia,Spagna,2,2,X
11-05-2025,16:22:00,Cile,Olanda,1,0,1
11-05-2025,16:16:00,Brasile,Nigeria,0,2,2
11-05-2025,16:10:00,Belgio,Uruguay,2,1,1
11-05-2025,16:04:00,Argentina,Italia,2,2,X
11-05-2025,15:58:00,Portogallo,Svizzera,2,1,1
11-05-2025,15:52:00,Olanda,Portogallo,1,2,2
11-05-2025,15:46:00,Messico,Spagna,2,0,1
11-05-2025,15:40:00,Italia,Turchia,1,0,1
11-05-2025,15:34:00,Inghilterra,Messico,1,0,1
11-05-2025,15:28:00,Francia,Olanda,0,1,2
11-05-2025,15:22:00,Danimarca,Germania,1,0,1
11-05-2025,15:16:00,Croazia,Spagna,2,0,1
11-05-2025,15:10:00,Cile,Francia,0,0,X
11-05-2025,15:04:00,Belgio,Colombia,0,0,X
11-05-2025,14:58:00,Argentina,Brasile,1,3,2
11-05-2025,14:52:00,Olanda,Spagna,0,1,2
11-05-2025,14:46:00,Nigeria,Svizzera,4,0,1
11-05-2025,14:40:00,Croazia,Turchia,1,1,X
11-05-2025,14:34:00,Messico,Uruguay,1,1,X
11-05-2025,14:28:00,Portogallo,Spagna,0,1,2
11-05-2025,14:22:00,Svizzera,Uruguay,2,0,1
11-05-2025,14:16:00,Inghilterra,Italia,2,1,1
11-05-2025,14:10:00,Danimarca,Serbia,0,0,X
11-05-2025,14:04:00,Spagna,Uruguay,1,2,2
11-05-2025,13:58:00,Serbia,Svizzera,2,0,1
11-05-2025,13:52:00,Portogallo,Uruguay,1,0,1
11-05-2025,13:46:00,Olanda,Serbia,0,0,X
11-05-2025,13:40:00,Nigeria,Olanda,0,3,2
11-05-2025,13:34:00,Messico,Turchia,2,1,1
11-05-2025,13:28:00,Francia,Svizzera,0,1,2
11-05-2025,13:22:00,Colombia,Turchia,0,1,2
11-05-2025,13:16:00,Cile,Turchia,0,1,2
11-05-2025,13:10:00,Inghilterra,Portogallo,0,0,X
11-05-2025,13:04:00,Germania,Serbia,0,0,X
11-05-2025,12:58:00,Francia,Italia,1,2,2
11-05-2025,12:52:00,Danimarca,Francia,1,0,1
11-05-2025,12:46:00,Argentina,Germania,0,2,2
11-05-2025,12:40:00,Messico,Serbia,0,1,2
11-05-2025,12:34:00,Italia,Spagna,0,1,2
11-05-2025,12:28:00,Croazia,Olanda,2,0,1
11-05-2025,12:22:00,Colombia,Messico,0,1,2
11-05-2025,12:16:00,Cile,Inghilterra,1,3,2
11-05-2025,12:10:00,Germania,Nigeria,0,0,X
11-05-2025,12:04:00,Francia,Inghilterra,2,1,1
11-05-2025,11:58:00,Brasile,Spagna,1,0,1
11-05-2025,11:52:00,Belgio,Svizzera,1,0,1
11-05-2025,11:46:00,Argentina,Turchia,0,1,2
11-05-2025,11:40:00,Messico,Portogallo,1,0,1
11-05-2025,11:34:00,Italia,Olanda,4,0,1
11-05-2025,11:28:00,Inghilterra,Nigeria,0,2,2
11-05-2025,11:22:00,Germania,Italia,2,1,1
11-05-2025,11:16:00,Cile,Svizzera,1,1,X
11-05-2025,11:10:00,Brasile,Uruguay,1,0,1
11-05-2025,11:04:00,Colombia,Uruguay,0,2,2
11-05-2025,00:55:00,Danimarca,Nigeria,3,1,1
11-05-2025,00:50:00,Francia,Germania,2,1,1
11-05-2025,00:45:00,Svizzera,Turchia,1,2,2
11-05-2025,00:40:00,Messico,Nigeria,0,1,2
11-05-2025,00:35:00,Croazia,Danimarca,0,1,2
11-05-2025,00:30:00,Italia,Messico,3,0,1
11-05-2025,00:25:00,Colombia,Croazia,0,3,2
11-05-2025,00:20:00,Germania,Inghilterra,0,4,2
11-05-2025,00:15:00,Brasile,Cile,0,0,X
11-05-2025,00:10:00,Turchia,Uruguay,0,0,X
11-05-2025,00:05:00,Argentina,Belgio,0,0,X
10-05-2025,23:55:00,Croazia,Portogallo,1,2,2
10-05-2025,23:50:00,Colombia,Serbia,0,0,X
10-05-2025,23:45:00,Cile,Germania,1,2,2
10-05-2025,23:40:00,Cile,Nigeria,1,2,2
10-05-2025,23:35:00,Brasile,Serbia,0,1,2
10-05-2025,23:30:00,Argentina,Svizzera,2,2,X
10-05-2025,23:25:00,Belgio,Olanda,1,1,X
10-05-2025,23:20:00,Serbia,Uruguay,2,0,1
10-05-2025,23:15:00,Colombia,Svizzera,0,1,2
10-05-2025,23:10:00,Brasile,Messico,0,0,X
10-05-2025,23:05:00,Belgio,Croazia,1,3,2
10-05-2025,23:00:00,Francia,Nigeria,1,1,X
10-05-2025,22:55:00,Olanda,Uruguay,0,2,2
10-05-2025,22:50:00,Argentina,Spagna,0,1,2
10-05-2025,22:45:00,Croazia,Serbia,1,0,1
10-05-2025,22:40:00,Danimarca,Turchia,1,0,1
10-05-2025,22:35:00,Cile,Portogallo,1,1,X
10-05-2025,22:30:00,Brasile,Colombia,0,0,X
10-05-2025,22:25:00,Belgio,Portogallo,1,0,1
10-05-2025,22:20:00,Argentina,Nigeria,0,1,2
10-05-2025,22:15:00,Francia,Messico,0,0,X
10-05-2025,22:10:00,Inghilterra,Uruguay,0,0,X
10-05-2025,22:05:00,Croazia,Italia,2,1,1
10-05-2025,22:00:00,Colombia,Nigeria,1,1,X
10-05-2025,21:55:00,Serbia,Spagna,0,1,2
10-05-2025,21:50:00,Olanda,Turchia,1,0,1
10-05-2025,21:45:00,Germania,Svizzera,1,1,X
10-05-2025,21:40:00,Francia,Serbia,1,0,1
10-05-2025,21:35:00,Belgio,Italia,1,1,X
10-05-2025,21:30:00,Colombia,Francia,0,0,X
10-05-2025,21:25:00,Danimarca,Portogallo,1,0,1
10-05-2025,21:20:00,Brasile,Germania,0,2,2
10-05-2025,21:15:00,Argentina,Croazia,0,1,2
10-05-2025,21:10:00,Nigeria,Turchia,0,0,X
10-05-2025,21:05:00,Croazia,Francia,2,1,1
10-05-2025,21:00:00,Colombia,Danimarca,2,1,1
10-05-2025,20:55:00,Nigeria,Spagna,1,0,1
10-05-2025,20:50:00,Brasile,Olanda,2,1,1
10-05-2025,20:45:00,Argentina,Inghilterra,2,2,X
10-05-2025,20:40:00,Nigeria,Portogallo,0,2,2
10-05-2025,20:35:00,Inghilterra,Svizzera,2,2,X
10-05-2025,20:30:00,Germania,Turchia,3,1,1
10-05-2025,20:25:00,Argentina,Francia,1,0,1
10-05-2025,20:20:00,Croazia,Germania,1,2,2
10-05-2025,20:15:00,Colombia,Inghilterra,0,1,2
10-05-2025,20:10:00,Belgio,Brasile,1,0,1
10-05-2025,20:05:00,Argentina,Cile,0,2,2
10-05-2025,20:00:00,Portogallo,Turchia,1,2,2
10-05-2025,19:55:00,Nigeria,Serbia,2,1,1
10-05-2025,19:50:00,Inghilterra,Spagna,1,0,1
10-05-2025,19:45:00,Germania,Olanda,1,1,X
10-05-2025,19:40:00,Francia,Portogallo,0,0,X
10-05-2025,19:35:00,Danimarca,Inghilterra,2,1,1
10-05-2025,19:30:00,Danimarca,Italia,2,2,X
10-05-2025,19:25:00,Argentina,Messico,1,1,X
10-05-2025,19:20:00,Cile,Italia,0,0,X
10-05-2025,19:15:00,Brasile,Svizzera,0,0,X
10-05-2025,19:10:00,Francia,Uruguay,1,2,2
10-05-2025,19:05:00,Germania,Portogallo,0,2,2
10-05-2025,19:00:00,Inghilterra,Turchia,0,1,2
10-05-2025,18:55:00,Spagna,Svizzera,3,1,1
10-05-2025,18:50:00,Croazia,Nigeria,2,0,1
10-05-2025,18:45:00,Colombia,Olanda,1,1,X
10-05-2025,18:40:00,Italia,Serbia,1,1,X
10-05-2025,18:35:00,Inghilterra,Serbia,0,2,2
10-05-2025,18:30:00,Messico,Svizzera,0,0,X
10-05-2025,18:25:00,Italia,Nigeria,0,0,X
10-05-2025,18:20:00,Messico,Olanda,0,1,2
10-05-2025,18:15:00,Italia,Svizzera,4,0,1
10-05-2025,18:10:00,Inghilterra,Olanda,4,0,1
10-05-2025,18:05:00,Francia,Turchia,0,2,2
10-05-2025,18:00:00,Belgio,Spagna,1,2,2
10-05-2025,17:55:00,Brasile,Italia,1,1,X
10-05-2025,17:50:00,Brasile,Portogallo,0,1,2
10-05-2025,17:45:00,Argentina,Uruguay,0,1,2
10-05-2025,17:40:00,Germania,Spagna,0,2,2
10-05-2025,17:35:00,Nigeria,Uruguay,0,0,X
10-05-2025,17:30:00,Portogallo,Serbia,1,1,X
10-05-2025,17:25:00,Olanda,Svizzera,2,0,1
10-05-2025,17:20:00,Colombia,Italia,1,1,X
10-05-2025,17:15:00,Argentina,Olanda,1,2,2
10-05-2025,17:10:00,Brasile,Francia,2,1,1
10-05-2025,17:05:00,Italia,Uruguay,2,0,1
10-05-2025,17:00:00,Spagna,Turchia,0,0,X
10-05-2025,16:55:00,Francia,Spagna,0,3,2
10-05-2025,16:50:00,Danimarca,Olanda,1,2,2
10-05-2025,16:45:00,Italia,Portogallo,0,1,2
10-05-2025,16:40:00,Germania,Messico,0,0,X
10-05-2025,16:34:00,Croazia,Inghilterra,0,0,X
10-05-2025,16:28:00,Colombia,Spagna,1,1,X
10-05-2025,16:22:00,Cile,Olanda,0,0,X
10-05-2025,16:16:00,Brasile,Nigeria,0,0,X
10-05-2025,16:10:00,Belgio,Uruguay,0,1,2
10-05-2025,16:04:00,Argentina,Italia,2,0,1
10-05-2025,15:58:00,Portogallo,Svizzera,1,2,2
10-05-2025,15:52:00,Olanda,Portogallo,0,0,X
10-05-2025,15:46:00,Messico,Spagna,1,0,1
10-05-2025,15:40:00,Italia,Turchia,0,2,2
10-05-2025,15:34:00,Inghilterra,Messico,2,2,X
10-05-2025,15:28:00,Francia,Olanda,0,1,2
10-05-2025,15:22:00,Danimarca,Germania,4,0,1
10-05-2025,15:16:00,Croazia,Spagna,0,4,2
10-05-2025,15:10:00,Cile,Francia,3,0,1
10-05-2025,15:04:00,Belgio,Colombia,3,0,1
10-05-2025,14:58:00,Argentina,Brasile,1,1,X
10-05-2025,14:52:00,Olanda,Spagna,1,2,2
10-05-2025,14:46:00,Nigeria,Svizzera,0,1,2
10-05-2025,14:40:00,Croazia,Turchia,1,2,2
10-05-2025,14:34:00,Messico,Uruguay,1,1,X
10-05-2025,14:28:00,Portogallo,Spagna,0,2,2
10-05-2025,14:22:00,Svizzera,Uruguay,2,1,1
10-05-2025,14:16:00,Inghilterra,Italia,2,0,1
10-05-2025,14:10:00,Danimarca,Serbia,2,2,X
10-05-2025,14:04:00,Spagna,Uruguay,0,2,2
10-05-2025,13:58:00,Serbia,Svizzera,2,1,1
10-05-2025,13:52:00,Portogallo,Uruguay,0,1,2
10-05-2025,13:46:00,Olanda,Serbia,0,0,X
10-05-2025,13:40:00,Nigeria,Olanda,0,1,2
10-05-2025,13:34:00,Messico,Turchia,0,0,X
10-05-2025,13:28:00,Francia,Svizzera,1,0,1
10-05-2025,13:22:00,Colombia,Turchia,0,1,2
10-05-2025,13:16:00,Cile,Turchia,0,2,2
10-05-2025,13:10:00,Inghilterra,Portogallo,2,2,X
10-05-2025,13:04:00,Germania,Serbia,0,2,2
10-05-2025,12:58:00,Francia,Italia,1,2,2
10-05-2025,12:52:00,Danimarca,Francia,1,0,1
10-05-2025,12:46:00,Argentina,Germania,2,1,1
10-05-2025,12:40:00,Messico,Serbia,1,2,2
10-05-2025,12:34:00,Italia,Spagna,0,1,2
10-05-2025,12:28:00,Croazia,Olanda,1,0,1
10-05-2025,12:22:00,Colombia,Messico,2,0,1
10-05-2025,12:16:00,Cile,Inghilterra,0,0,X
10-05-2025,12:10:00,Germania,Nigeria,0,2,2
10-05-2025,12:04:00,Francia,Inghilterra,0,1,2
10-05-2025,11:58:00,Brasile,Spagna,0,1,2
10-05-2025,11:52:00,Belgio,Svizzera,3,0,1
10-05-2025,11:46:00,Argentina,Turchia,2,0,1
10-05-2025,11:40:00,Messico,Portogallo,1,1,X
10-05-2025,11:34:00,Italia,Olanda,1,0,1
10-05-2025,11:28:00,Inghilterra,Nigeria,1,1,X
10-05-2025,11:22:00,Germania,Italia,0,1,2
10-05-2025,11:16:00,Cile,Svizzera,2,0,1
10-05-2025,11:10:00,Brasile,Uruguay,0,1,2
10-05-2025,11:04:00,Colombia,Uruguay,1,3,2
10-05-2025,00:55:00,Danimarca,Nigeria,0,1,2
10-05-2025,00:50:00,Francia,Germania,0,0,X
10-05-2025,00:45:00,Svizzera,Turchia,2,1,1
10-05-2025,00:40:00,Messico,Nigeria,0,0,X
10-05-2025,00:35:00,Croazia,Danimarca,1,0,1
10-05-2025,00:30:00,Italia,Messico,0,0,X
10-05-2025,00:25:00,Colombia,Croazia,0,1,2
10-05-2025,00:20:00,Germania,Inghilterra,1,0,1
10-05-2025,00:15:00,Brasile,Cile,1,0,1
10-05-2025,00:10:00,Turchia,Uruguay,1,2,2
10-05-2025,00:05:00,Argentina,Belgio,1,2,2
09-05-2025,23:55:00,Croazia,Portogallo,1,1,X
09-05-2025,23:50:00,Colombia,Serbia,2,2,X
09-05-2025,23:45:00,Cile,Germania,0,2,2
09-05-2025,23:40:00,Cile,Nigeria,0,1,2
09-05-2025,23:35:00,Brasile,Serbia,2,1,1
09-05-2025,23:30:00,Argentina,Svizzera,0,0,X
09-05-2025,23:25:00,Belgio,Olanda,1,3,2
09-05-2025,23:20:00,Serbia,Uruguay,2,0,1
09-05-2025,23:15:00,Colombia,Svizzera,0,3,2
09-05-2025,23:10:00,Brasile,Messico,1,1,X
09-05-2025,23:05:00,Belgio,Croazia,0,1,2
09-05-2025,23:00:00,Francia,Nigeria,1,1,X
09-05-2025,22:55:00,Olanda,Uruguay,0,1,2
09-05-2025,22:50:00,Argentina,Spagna,0,0,X
09-05-2025,22:45:00,Croazia,Serbia,1,1,X
09-05-2025,22:40:00,Danimarca,Turchia,1,0,1
09-05-2025,22:35:00,Cile,Portogallo,0,2,2
09-05-2025,22:30:00,Brasile,Colombia,3,0,1
09-05-2025,22:25:00,Belgio,Portogallo,2,0,1
09-05-2025,22:20:00,Argentina,Nigeria,0,0,X
09-05-2025,22:15:00,Francia,Messico,0,3,2
09-05-2025,22:10:00,Inghilterra,Uruguay,2,1,1
09-05-2025,22:05:00,Croazia,Italia,0,1,2
09-05-2025,22:00:00,Colombia,Nigeria,3,0,1
09-05-2025,21:55:00,Serbia,Spagna,1,0,1
09-05-2025,21:50:00,Olanda,Turchia,1,0,1
09-05-2025,21:45:00,Germania,Svizzera,1,0,1
09-05-2025,21:40:00,Francia,Serbia,0,0,X
09-05-2025,21:35:00,Belgio,Italia,4,0,1
09-05-2025,21:30:00,Colombia,Francia,1,2,2
09-05-2025,21:25:00,Danimarca,Portogallo,1,0,1
09-05-2025,21:20:00,Brasile,Germania,1,0,1
09-05-2025,21:15:00,Argentina,Croazia,2,1,1
09-05-2025,21:10:00,Nigeria,Turchia,1,0,1
09-05-2025,21:05:00,Croazia,Francia,0,1,2
09-05-2025,21:00:00,Colombia,Danimarca,0,1,2
09-05-2025,20:55:00,Nigeria,Spagna,1,2,2
09-05-2025,20:50:00,Brasile,Olanda,0,0,X
09-05-2025,20:45:00,Argentina,Inghilterra,1,2,2
09-05-2025,20:40:00,Nigeria,Portogallo,0,0,X
09-05-2025,20:35:00,Inghilterra,Svizzera,0,1,2
09-05-2025,20:30:00,Germania,Turchia,1,2,2
09-05-2025,20:25:00,Argentina,Francia,0,1,2
09-05-2025,20:20:00,Croazia,Germania,0,2,2
09-05-2025,20:15:00,Colombia,Inghilterra,0,2,2
09-05-2025,20:10:00,Belgio,Brasile,2,1,1
09-05-2025,20:05:00,Argentina,Cile,1,0,1
09-05-2025,20:00:00,Portogallo,Turchia,2,0,1
09-05-2025,19:55:00,Nigeria,Serbia,0,2,2
09-05-2025,19:50:00,Inghilterra,Spagna,3,0,1
09-05-2025,19:45:00,Germania,Olanda,0,0,X
09-05-2025,19:40:00,Francia,Portogallo,0,2,2
09-05-2025,19:35:00,Danimarca,Inghilterra,1,3,2
09-05-2025,19:30:00,Danimarca,Italia,0,3,2
09-05-2025,19:25:00,Argentina,Messico,0,0,X
09-05-2025,19:20:00,Cile,Italia,1,0,1
09-05-2025,19:15:00,Brasile,Svizzera,1,1,X
09-05-2025,19:10:00,Francia,Uruguay,1,2,2
09-05-2025,19:05:00,Germania,Portogallo,2,1,1
09-05-2025,19:00:00,Inghilterra,Turchia,2,2,X
09-05-2025,18:55:00,Spagna,Svizzera,0,0,X
09-05-2025,18:50:00,Croazia,Nigeria,2,0,1
09-05-2025,18:45:00,Colombia,Olanda,1,0,1
09-05-2025,18:40:00,Italia,Serbia,2,2,X
09-05-2025,18:35:00,Inghilterra,Serbia,2,2,X
09-05-2025,18:30:00,Messico,Svizzera,0,2,2
09-05-2025,18:25:00,Italia,Nigeria,1,0,1
09-05-2025,18:20:00,Messico,Olanda,1,2,2
09-05-2025,18:15:00,Italia,Svizzera,1,1,X
09-05-2025,18:10:00,Inghilterra,Olanda,1,1,X
09-05-2025,18:05:00,Francia,Turchia,0,2,2
09-05-2025,18:00:00,Belgio,Spagna,2,1,1
09-05-2025,17:55:00,Brasile,Italia,0,0,X
09-05-2025,17:50:00,Brasile,Portogallo,3,1,1
09-05-2025,17:45:00,Argentina,Uruguay,1,1,X
09-05-2025,17:40:00,Germania,Spagna,1,0,1
09-05-2025,17:35:00,Nigeria,Uruguay,0,0,X
09-05-2025,17:30:00,Portogallo,Serbia,2,1,1
09-05-2025,17:25:00,Olanda,Svizzera,1,1,X
09-05-2025,17:20:00,Colombia,Italia,1,1,X
09-05-2025,17:15:00,Argentina,Olanda,2,0,1
09-05-2025,17:10:00,Brasile,Francia,1,2,2
09-05-2025,17:05:00,Italia,Uruguay,2,0,1
09-05-2025,17:00:00,Spagna,Turchia,1,1,X
09-05-2025,16:55:00,Francia,Spagna,0,2,2
09-05-2025,16:50:00,Danimarca,Olanda,1,2,2
09-05-2025,16:45:00,Italia,Portogallo,2,0,1
09-05-2025,16:40:00,Germania,Messico,0,2,2
09-05-2025,16:34:00,Croazia,Inghilterra,1,1,X
09-05-2025,16:28:00,Colombia,Spagna,0,0,X
09-05-2025,16:22:00,Cile,Olanda,0,2,2
09-05-2025,16:16:00,Brasile,Nigeria,2,0,1
09-05-2025,16:10:00,Belgio,Uruguay,1,0,1
09-05-2025,16:04:00,Argentina,Italia,0,1,2
09-05-2025,15:58:00,Portogallo,Svizzera,1,2,2
09-05-2025,15:52:00,Olanda,Portogallo,1,2,2
09-05-2025,15:46:00,Messico,Spagna,1,0,1
09-05-2025,15:40:00,Italia,Turchia,3,1,1
09-05-2025,15:34:00,Inghilterra,Messico,1,0,1
09-05-2025,15:28:00,Francia,Olanda,2,1,1
09-05-2025,15:22:00,Danimarca,Germania,1,0,1
09-05-2025,15:16:00,Croazia,Spagna,3,0,1
09-05-2025,15:10:00,Cile,Francia,2,0,1
09-05-2025,15:04:00,Belgio,Colombia,1,1,X
